=== STARTING VISUALIZER ===
Frame 29640 | Cart X: -0.14 | Theta: 0.11
Frame 29700 | Cart X: -0.08 | Theta: 0.10
Frame 29760 | Cart X: -0.04 | Theta: 0.03
Frame 29820 | Cart X: -0.05 | Theta: -0.02
Frame 29880 | Cart X: -0.06 | Theta: 0.02
Frame 29940 | Cart X: -0.07 | Theta: 0.02
Frame 30000 | Cart X: 0.00 | Theta: 0.05
Frame 30060 | Cart X: -0.00 | Theta: 0.02
Frame 30120 | Cart X: -0.12 | Theta: 0.10
Frame 30180 | Cart X: 0.03 | Theta: 0.06
Frame 30240 | Cart X: -0.17 | Theta: 0.20
Frame 30300 | Cart X: -0.03 | Theta: 0.00
Frame 30360 | Cart X: -0.01 | Theta: 0.05
Frame 30420 | Cart X: -0.17 | Theta: 0.13
Frame 30480 | Cart X: 0.04 | Theta: -0.00
Frame 30540 | Cart X: -0.03 | Theta: -0.03
Frame 30600 | Cart X: -0.02 | Theta: 0.03
Frame 30660 | Cart X: 0.03 | Theta: 0.01
Frame 30720 | Cart X: -0.04 | Theta: 0.06
Frame 30780 | Cart X: 0.05 | Theta: 0.01
Frame 30840 | Cart X: -0.09 | Theta: 0.19
Frame 30900 | Cart X: -0.05 | Theta: -0.04
Frame 30960 | Cart X: 0.02 | Theta: 0.07
Frame 31020 | Cart X: -0.16 | Theta: 0.18
Frame 31080 | Cart X: -0.04 | Theta: 0.05
Frame 31140 | Cart X: -0.06 | Theta: 0.18
Frame 31200 | Cart X: -0.12 | Theta: 0.10
Frame 31260 | Cart X: 0.03 | Theta: 0.01
Frame 31320 | Cart X: -0.11 | Theta: 0.06
Frame 31380 | Cart X: 0.01 | Theta: 0.01
Frame 31440 | Cart X: 0.01 | Theta: -0.01
Frame 31500 | Cart X: -0.09 | Theta: 0.17
Frame 31560 | Cart X: 0.00 | Theta: 0.07
Frame 31620 | Cart X: 0.02 | Theta: 0.06
Frame 31680 | Cart X: -0.04 | Theta: 0.09
Frame 31740 | Cart X: -0.01 | Theta: 0.04
Frame 31800 | Cart X: -0.08 | Theta: 0.02
Frame 31860 | Cart X: -0.15 | Theta: 0.21
Frame 31920 | Cart X: -0.01 | Theta: 0.05
Frame 31980 | Cart X: 0.03 | Theta: 0.07
Frame 32040 | Cart X: -0.07 | Theta: 0.02
Frame 32100 | Cart X: -0.09 | Theta: 0.10
Frame 32160 | Cart X: -0.03 | Theta: 0.05
Frame 32220 | Cart X: -0.03 | Theta: -0.03
Frame 32280 | Cart X: 0.01 | Theta: 0.02
Frame 32340 | Cart X: 0.05 | Theta: 0.00
Frame 32400 | Cart X: -0.08 | Theta: 0.14
Frame 32460 | Cart X: 0.01 | Theta: 0.04
Frame 32520 | Cart X: -0.02 | Theta: -0.01
Frame 32580 | Cart X: -0.00 | Theta: 0.06
Frame 32640 | Cart X: -0.01 | Theta: -0.04
Frame 32700 | Cart X: -0.03 | Theta: 0.05
Frame 32760 | Cart X: 0.02 | Theta: 0.06
Frame 32820 | Cart X: -0.05 | Theta: -0.03
Frame 32880 | Cart X: -0.01 | Theta: 0.09
Frame 32940 | Cart X: 0.01 | Theta: 0.08
Frame 33000 | Cart X: -0.00 | Theta: 0.03
Frame 33060 | Cart X: -0.03 | Theta: 0.01
Frame 33120 | Cart X: -0.04 | Theta: -0.01
Frame 33180 | Cart X: -0.02 | Theta: 0.04
Frame 33240 | Cart X: -0.13 | Theta: 0.11
Frame 33300 | Cart X: -0.04 | Theta: -0.01
Frame 33360 | Cart X: -0.03 | Theta: 0.09
Frame 33420 | Cart X: -0.01 | Theta: 0.01
Frame 33480 | Cart X: 0.02 | Theta: -0.02
Frame 33540 | Cart X: -0.05 | Theta: 0.04
Frame 33600 | Cart X: -0.08 | Theta: 0.11
Frame 33660 | Cart X: -0.03 | Theta: -0.02
Frame 33720 | Cart X: -0.13 | Theta: 0.15
Frame 33780 | Cart X: 0.01 | Theta: -0.04
Frame 33840 | Cart X: -0.04 | Theta: 0.11
Frame 33900 | Cart X: -0.01 | Theta: 0.08
Frame 33960 | Cart X: -0.17 | Theta: 0.17
Frame 34020 | Cart X: 0.01 | Theta: 0.03
Frame 34080 | Cart X: -0.02 | Theta: 0.05
Frame 34140 | Cart X: -0.13 | Theta: 0.19
Frame 34200 | Cart X: -0.08 | Theta: 0.07
Frame 34260 | Cart X: -0.01 | Theta: 0.01
Frame 34320 | Cart X: 0.00 | Theta: 0.06
